title,tags
The Male Lead's Nephew Loves Me So Much,"one day, my life suddenli come to an end, but i reincarn as a the villai of a romant novel who is obsess with and stalk the male lead, ultim get sentenc to death for tri to kill the femal lead. i decid to tri to avoid that by leav the capit and live peac in the countryside, however, my dad request that i come back to the capit becaus there wa a huge more.['남주의 조카가 나를 너무 좋아한다 ;keponakan male lead suka banget padaku ; племінник головного героя обожнює мене ; 남주의 조카가 나를 너무 좋아한다', 'soy media - mokapanna', 'ongoing', 'fantasi - romance']"
Hero Killer,"the stori of a young man' reveng on the hero that fail him. more.['ヒーロキラー', 'kase daiki', 'completed', 'action - doujinshi - fantasi - one shot - sci fi - shounen']"
Virtual World: Close Combat Mage,"due to a mistak on hi student’ part, a super martial artist receiv the wrong class in an onlin game and ha becom a mage. he, who wa use to curb violenc with violenc and use strength to subdu strength, could onli make the best out of thi mistake. take on a new leas in life, he becam a violent close combat mage. when strength and magic came perfectli together, a new more.['onlin warfar mele mage, 网游之近战法师', 'butterfli blue - ba ke - bai quan', 'ongoing', 'action - adventur - fantasi - martial art - school life']"
Yo-Jo Life!,"akihiko shimura, 20 year old (male). when i woke up in the morning, i wa a littl blond loli. more.[]"
My Lv999 Love for Yamada-kun,"her boyfriend wa stolen through an onlin game! dure thi heartbreak, she log in to the game and met...!? more.['yamada-kun to lv999 no koi wo suru,山田くんとlv999の恋をする', 'mashiro', 'ongoing', 'romance']"
A Falling Cohabitation,"а housewarm parti with а gumiho. more.['liv together; 간 떨어지는 동거', 'na (나)', 'ongoing', 'comedi - romanc - shoujo - supernatural']"
Dark Moon: The Grey City,"after narrowli escap the threat of the vampires, the werewolf boy tri to settl down in a seasid village. they hope for a peac school life but instead meet khan, a boy who ha been brand as a devil and is bulli becaus of it. there' been a death in thi quiet village, and with khan' deep-root secret, the boy may be face with yet anoth danger... more.['dark moon: gray citi dark moon: la ciudad gri dark moon: 灰色都市 dark moon: 회색 도시 dark moon: 회색도시 黒の月: 灰色の都市', 'updating', 'ongoing', 'action - adventur - drama - fantasi - shoujo']"
Honey Lemon (CANVAS),"kyoungmi thought she had it allan amaz best friend, a sweet boyfriend and fame after write a critic acclaim drama series. she should be happi right? yet, two year later, kyoungmi is struggl to write the next big thing. search for inspir at a popular new caf, she reunit with old classmates, one of whose feel for her never truli faded. could these fate meet betwe more.['courtneywirthit', 'ongoing', 'comedi - josei - romanc - school life - slice of life']"
Exchange Student,"yong-cheol want to go to colleg but gave up due to famili problems. she accident found a student i.d. and decid to disguis herself as 'lee chaeyeon' the owner of the i.d and goe to hankuk univers like a normal student 'i want to make a friend and get close to the senior and tast the campu life that i wanted!' 'wait.. the owner of the i.d that i thought had drop out, appeared!? more.[]"
The Last Bloodline,"mallori wa a naiv colleg student until she stumbl into the danger world of intern vampires. after a propheci name her the new ""queen of vampires,"" she need to earn the titl or risk fall into the clutch of those who seek to destroy her. more.['weyowang - wmw author info', 'ongoing', 'action - adventur - fantasi - supernatural']"
Girl's World,"it seem perfect, but in fact the lone swan and the good-look duck meet and struggl with each other and becom real friend ... more.['girl’ world / girl’ world ( world of girl ) / odd girl out / 少女的世界 (chinese); 소녀의 세계 (korean)', 'morangji', 'ongoing', 'comedi - school life - shoujo - slice of life - webtoon - manhwa - manhua']"
Re-Possessed,"after hi father cut him off financially, troy richardson need to make some money, and quick! but when hi friend mari get him a job at the mysteri pawn shop in town, troy is suddenli thrust into a world of demon possess artifacts, killer cults, and spirit from anoth world that want to destroy ours. can troy find a balanc between hi night time adventur repossess curs item more.[]"
Secretary Deviance,"""will thi relationship chang if we kiss?"" lee seung-jo, the eldest son of the jaekyung group, who is said to be the cornerston of the royal family, and cho yi-yeon, who work as seungjo' secretari while hide hi unrequit love for her. and at the same time, lee moon-jo, the illegitim son of jaekyung' group, alway want him to win everything. at a certain moment, lee yeon' troubl sta more.['secretari cho ; secretari deviat ; 비서 일탈', 'ban ji young - pinecon - kkulbonge', 'ongoing', 'drama - josei - romanc - slice of life']"
The Tax Reaper,"nation tax servic thug , the bastard of nation tax servic the protagonist shin jaehyun', wa call a traitor and lost hi job becaus he report corrupt in hi company. he did not becom downtrodden and set hi goal on becom a tax official, but due to hi unstabl famili situation, he start wavering. a fate encounter' provid a help hand to him, and for the one becomi more.['n tax servic thug ; scapegrac of the nation tax servic ; the bastard of nation tax servic ; 无税可逃 ; 국세청 망나니', 'elgar - wintersleepturtle', 'ongoing', 'action - drama - fantasi - shounen - manhwa']"
Flawless,"sarah, accident meet a blind guy call elios. elio is so mysteri it make her curious. is sarah fall in love? or mayb there is someth behind it all? more.['shinshinhye', 'ongoing', 'romance']"
Never-Ending Darling,"ha-im yun live in a world where peopl regist their dna into clone databases, a world where human suffer ha basic been eradicated. the brilliant mind behind thi clone technolog is none other than ha-im' boyfriend of five years, geunhu ji. their relationship isn't perfect, but they make it work -- or so ha-im thinks, until she find a dead bodi at her boyfriend' hous and the dea more.[]"
Taekwondo Kid,"ihn kim is an explos taekwondo fighter who can throw brutal kicks, but hi oppon don't take him serious becaus he' held back by all the spar rules. however, chang are come in the taekwondo world that just might give ihn a fight chance. can ihn beat the peopl who onc mock him and show everyon that hi style of taekwondo is no joke? more.['taekwondo kid ; taekwon boy ; taekwonboi ; taekwondo boy ; 태권보이', 'updating', 'ongoing', 'drama - martial art - sports']"
Martial Arts Reigns,"true heaven contin is a place where those with great power can move mountain and overturn seas, kick the star and step on the moon, punch through the sky and even shatter the earth itself! ye ming, a common born into a side branch within hi family, sincer and dilig tri to becom stronger, hope to aveng hi parents’ deaths. as fate would have it, he obtain the ""divin spirit more.['võ đạo độc tôn ; wudao du zun ; 武道独尊 ; wu dao du zun ; suprem master of martial art ; 무도독존', 'xiǎo yāo - pòjiè hùdòng - pojie', 'ongoing', 'action - adventur - drama - fantasi - martial art - shounen - supernatural']"
The Dog Diaries,"happiness, joy, bitterness, sad that i learn by rais a dog. i gave birth to a dog more.[]"
Tensei Shitara Slime Datta Ken: Clayman Revenge,"take place after clayman' defeat in the main story, he reawaken in the past retain hi memori of the event that led to hi death. will clayman be abl to overturn hi fate, and will it be for the better or worse? more.['転生したらスライムだった件: クレイマン reveng ; that time i got reincarn as a slime: clayman reveng ; о моём перерождении в слизь: месть клеймана ; tensura: clayman revenge', 'fuse - wataru kajika', 'ongoing', 'action - comedi - drama - fantasi - shounen - isekai']"
Type-Moon Gakuen - Chibi Chuki!,a gag manga written by hanabana tsubomi. it featur numer charact from variou type-moon work in a school setting. more.[]
Seven Years Later,"kala maharani is an ordinari girl who' alway restrain by her father. one day, she chose to run away from home to celebr the new year 2014 in bali. but who would have thought that she drown in the sea and wa save by her friend who told her seven year have passed. what will happen? what about her famili and friends? can she go back to her origin timeline? more.['hievasp - tirapuw', 'ongoing', 'drama - romanc - school life - shoujo']"
Zhanding,"when the chao first open in hongmeng, heaven and earth gave birth to a strang thing… i don’t know how mani times, thi strang thing actual shatter eighteen pieces! the unparallel gods, beast and other treasur in the fairyland demon girl, turn out to be the fragment of thi ancient strang thing! from god to man, then from person to god, the desol god and man yun ch more.[]"
Ranker,", an onlin membership game run in secrecy. kang junseo coincident jump into ranker. junseo from who know when, start to see hi oppon as monster and it wa hi player, jeongjun’ voic that allow him to find hi calm again. with jeongjun, junseo is prepar to heal the symptoms. however, ranker is not onli a quest where your life is at stake, it is fill with charact battl more.['랭커', 'shin gun', 'ongoing', 'action - drama - fantasi - seinen']"
